journal,year,cites,title,au1,au2,au3,female1,female2,female3,page,order,nauthor,past5,aflpn90,spage,field,subfld,aulpn90,aulpn80,aulpn70,lcites
"Econometrica",1980,16,"Inequality Measures between Income Distributions with Applications","Dagum,-Camilo","","",0,,,13,14,1,0,3,1791,2,2,0,1,0,2.772589
"Econometrica",1980,33,"Optimal Consumption and Exploration of Nonrenewable Resources under  Uncertainty","Deshmukh,-Sudhakar-D.","Pliska,-Stanley-R.","",0,0,,24,8,2,.25,3,177,10,1,0,1,.25,3.496508
"Econometrica",1980,8,"Global Strong Le Chatelier-Samuelson Principle","Fujimoto,-Takao","","",0,,,8,5,1,0,3,1667,2,10,0,1,0,2.079442
"Econometrica",1980,6,"Efficiency of Non-Walrasian Equilibria","Nayak,-P.-R.","","",,,,8,5,1,0,3,127,2,10,0,1,0,1.791759
"Econometrica",1980,15,"Some Approximations to the Distribution of Econometric Criteria Which are  Asympt","Sargan,-John-Denis","","",0,,,32,3,1,3,3,1107,12,1,.5,5.5,4.5,2.70805
"Econometrica",1980,40,"Industry Structure and Cost-Reducing Investment","Flaherty,-M.-Therese","","",1,,,23,7,1,0,3,1187,3,1,0,1,0,3.688879
"Econometrica",1980,11,"Aggregate Expected Consumer Surplus as a Welfare Index with an Application  to Pr","Rogerson,-William-P.","","",0,,,14,9,1,0,3,423,2,9,2,6,0,2.397895
"Econometrica",1980,2,"On the Predictability of Economic Events","Jordan,-J.-S.","","",,,,18,8,1,1,3,955,2,10,1,3.5,1,.6931472
"Econometrica",1980,57,"On a Class of Poverty Measures","Kakwani,-Nanak-C.","","",0,,,10,10,1,2.5,3,437,10,1,0,1,2.5,4.043051
"Econometrica",1980,30,"Statistical Inference in an Implicit, Nonlinear, Simultaneous Equation Model  in","Gallant,-A.-Ronald","Holly,-Alberto","",0,0,,24,10,2,.25,3,697,12,1,.1666667,1.583333,.25,3.401197
"Econometrica",1980,8,"Strategic Equilibrium of Tariffs and General Equilibrium","Otani,-Yoshihiko","","",0,,,20,7,1,0,3,643,2,10,0,1,1,2.079442
"Econometrica",1980,16,"Finite Sample Moments of a Preliminary Test Estimator in the Case of  Possible He","Greenberg,-Edward","","",0,,,9,15,1,.3333333,3,1805,12,1,0,1,.3333333,2.772589
"Econometrica",1980,3,"Effects of Shareholder Information on Corporate Decisions and Capital Market  Equ","Kanodia,-Chandra","","",1,,,31,7,1,0,3,923,4,2,0,1,0,1.098612
"Econometrica",1980,1,"Nash Equilibria and Pareto Optimal Income Redistribution","Nakayama,-Mikio","","",0,,,7,11,1,0,3,1257,2,2,0,1,0,0
"Econometrica",1980,4,"Inferential Procedures in Stable Distributions for Class Frequency Data on  Incom","van-Dijk,-Herman-K.","Kloek,-Teun","",0,0,,10,4,2,1,3,1139,12,1,0,.5,.75,1.386294
"Econometrica",1980,17,"The Stability of Non-Walrasian Processes: Two Examples","Eckalbar,-John-C.","","",0,,,16,6,1,0,3,371,2,10,0,1,0,2.833213
"Econometrica",1980,113,"Approximating a Truncated Normal Regression with the Method of Moments","Olsen,-Randall-J.","","",0,,,7,2,1,0,3,1099,12,1,0,1.833333,0,4.727388
"Econometrica",1980,21,"The Fine Structure of Earnings and the On-the-Job Training Hypothesis","Hause,-John-C.","","",0,,,17,12,1,1,3,1013,2,2,0,1.5,1,3.044523
"Econometrica",1980,17,"Equity among Generations","Svensson,-Lars-Gunnar","","",0,,,6,10,1,0,3,1251,2,9,0,2,0,2.833213
"Econometrica",1980,20,"An Index Theorem for General Equilibrium Models with Production","Kehoe,-Timothy-J.","","",0,,,22,8,1,0,3,1211,2,10,.5,3.5,0,2.995732
"Econometrica",1980,7,"Testing for Serial Correlation in Simultaneous Equation Models","Harvey,-A.-C.","Phillips,-Gordon-D.-A.","",,0,,13,12,2,.5,3,747,12,2,0,.5,.5,1.94591
"Econometrica",1980,4,"Design Parameters in Housing Construction and the Market for Urban Housing","Buttler,-Hans-Jurgen","Beckmann,-Martin-J.","",0,0,,25,9,2,0,3,201,8,1,0,.5,0,1.386294
"Econometrica",1980,7,"Optimal Multiperiod Investment-Consumption Policies","Abrams,-Robert-A.","Karmarkar,-Uday-S.","",0,0,,21,4,2,0,3,333,2,9,0,.5,0,1.94591
"Econometrica",1980,45,"Estimation in Linear Regression Models with Disparate Data Points","Krasker,-William-S.","","",0,,,14,1,1,0,3,1333,12,1,0,1.5,0,3.806663
"Econometrica",1980,6,"Parallel Preference Structures in Labor Supply and Commodity Demand: An  Adaptati","Dickinson,-Jonathan-G.","","",0,,,15,8,1,0,3,1711,2,9,0,1,0,1.791759
"Econometrica",1980,15,"Quantity Constrained Demand Functions","Latham,-Roger-W.","","",0,,,7,2,1,0,3,307,2,9,0,1,0,2.70805
"Econometrica",1980,34,"A Differential Approach to Dominant Strategy Mechanisms","Laffont,-Jean-Jacques-M.","Maskin,-Eric-S.","",0,0,,14,12,2,2.25,3,1507,2,1,4,6.083333,2.25,3.526361
"Econometrica",1980,11,"On the Formal Theory of Inspection and Evaluation in Product Markets","Wilde,-Louis-L.","","",0,,,15,12,1,.5,3,1265,2,9,.8333334,3.333333,.5,2.397895
"Econometrica",1980,106,"The Class of Additively Decomposable Inequality Measures","Shorrocks,-Anthony-F.","","",0,,,13,5,1,2,3,613,2,2,.5,5.5,2,4.663439
"Econometrica",1980,1,"Capital Theory, Optimal Growth, and Efficiency Conditions with Exhaustible  Resou","de-La-Grandville,-Olivier","","",0,,,14,12,1,0,3,1763,5,2,0,2,0,0
"Econometrica",1980,51,"Consumer's Surplus, Price Instability, and Consumer Welfare","Turnovsky,-Stephen-J.","Shalit,-Haim","Schmitz,-Andrew",0,0,0,18,6,3,.9444445,3,135,2,9,0,1.888889,2.277778,3.931826
"Econometrica",1980,56,"Walrasian Analysis via Strategic Outcome Functions","Schmeidler,-David","","",0,,,9,1,1,2.333333,3,1585,2,10,1,2.333333,3.166667,4.025352
"Econometrica",1980,141,"Econometric Implications of the Rational Expectations Hypothesis","Wallis,-Kenneth-F.","","",0,,,25,2,1,1,3,49,5,1,0,1,2,4.94876
"Econometrica",1980,13,"The Existence of Moments of k-Class Estimators","Kinal,-Terrence-W.","","",0,,,9,11,1,0,3,241,12,1,0,1.833333,0,2.564949
"Econometrica",1980,35,"Unemployment as Disequilibrium in a Model of Aggregate Labor Supply","Ashenfelter,-Orley-C.","","",0,,,18,1,1,1,3,547,11,1,1.25,2,2.833333,3.555348
"Econometrica",1980,3,"A Proof of the Consistency of Maximum Likelihood Estimators of Nonlinear  Regress","Frydman,-Roman","","",0,,,8,3,1,0,3,853,12,1,0,2,0,1.098612
"Econometrica",1980,7,"Hedonic Coalitions: Optimality and Stability","Dreze,-Jacques-H.","Greenberg,-Joseph","",0,0,,17,10,2,2.666667,3,987,2,1,.1666667,.75,3.291667,1.94591
"Econometrica",1980,25,"Testing the Quantity-Quality Fertility Model: The Use of Twins as a Natural  Expe","Rosenzweig,-Mark-R.","Wolpin,-Kenneth-I.","",0,0,,14,10,2,2.25,3,227,11,1,3.833333,5.25,2.25,3.218876
"Econometrica",1980,2251,"A Heteroskedasticity-Consistent Covariance Matrix Estimator and a Direct  Test fo","White,-Halbert","","",0,,,22,1,1,.8333334,3,817,12,1,2.333333,4.5,.8333334,7.71913
"Econometrica",1980,5,"Generalized Solutions to Continuous-Time Allocation Processes","Artstein,-Zvi","","",0,,,24,6,1,0,3,899,2,1,0,1,0,1.609438
"Econometrica",1980,28,"The Effects of Money Supply on Economic Welfare in the Steady State","Weiss,-Laurence-M.","","",0,,,12,2,1,2,3,565,5,1,0,6.5,2,3.332205
"Econometrica",1980,6,"Multivariate Risk Independence and Functional Forms for Preferences and  Technolo","Epstein,-Larry-G.","","",0,,,13,9,1,2,3,973,2,1,3.333333,8.5,2,1.791759
"Econometrica",1980,17,"A Dynamic Model of Employment Behavior: An Application to the Seattle and  Denver","Tuma,-Nancy-Brandon","Robins,-Philip-K.","",1,0,,22,13,2,0,3,1031,11,1,.25,.5,0,2.833213
"Econometrica",1980,31,"Hybrid Corn Revisited","Dixon,-Robert-J.","","",0,,,11,8,1,0,3,1451,3,1,0,1,0,3.433987
"Econometrica",1980,58,"Comparison of the Quadratic Expenditure System and Translog Demand Systems  with","Pollak,-Robert-A.","Wales,-Terrence-J.","",0,0,,18,4,2,3.083333,3,595,11,1,.75,2.166667,5.333333,4.060443
"Econometrica",1980,28,"The Tiebout Hypothesis: Near Optimality in Local Public Good Economies","Wooders,-Myrna-Holtz","","",1,,,19,10,1,0,3,1467,2,10,1,1.5,0,3.332205
"Econometrica",1980,1,"Deterministic Models for Production of Services with Stochastic Technology","Lipscomb,-Joseph","Zalkind,-David","",0,0,,18,6,2,0,3,1169,12,1,0,.5,0,0
"Econometrica",1980,9,"The Comparative Statics of Quantity Constraints and Conditional Demands:  Theory","Mackay,-Robert-J.","Whitney,-Gerald-A.","",0,0,,18,9,2,0,3,1727,2,9,0,.75,.5,2.197225
"Econometrica",1980,19,"On the Existence and Interpretation of Value Allocation","Shafer,-Wayne-J.","","",0,,,11,13,1,1,3,466,2,10,0,1,2,2.944439
"Econometrica",1980,58,"Recent Developments in Macroeconomic Disequilibrium Theory","Drazen,-Allan","","",0,,,24,1,1,1,3,283,5,1,3,3,1,4.060443
"Econometrica",1980,100,"Advertising and Aggregate Consumption: An Analysis of Causality","Ashley,-Richard-A.","Granger,-Clive-W.-J.","Schmalensee,-Richard",0,0,0,19,5,3,1,3,1149,12,2,.3333333,2.5,2,4.60517
"Econometrica",1980,10,"The Existence of Efficient and Incentive Compatible Equilibria with Public  Goods","Groves,-Theodore","Ledyard,-John-O.","",0,0,,20,11,2,1,3,1487,2,10,.875,1.25,2,2.302585
"Econometrica",1980,8,"Sufficient Linear Structures: Econometric Applications","Gourieroux,-Christian","Monfort,-Alain","",0,0,,15,1,2,0,3,1083,12,1,.1666667,3.5,0,2.079442
"Econometrica",1980,3,"Regeneration, Public Goods, and Economic Growth","Hochman,-Oded","Hochman,-Eithan","",0,0,,18,9,2,.4166667,3,1233,2,2,.1666667,.75,.4166667,1.098612
"Econometrica",1980,40,"Methods of Estimation for Multi-Market Disequilibrium Models","Ito,-Takatoshi","","",0,,,29,4,1,0,3,97,12,1,1.333333,1,0,3.688879
"Econometrica",1980,4,"The Production Possibility Set with Public Intermediate Goods","Tawada,-Makoto","","",0,,,8,11,1,0,3,1005,2,10,0,1,0,1.386294
"Econometrica",1981,4,"Sets of Estimates of Location","Leamer,-Edward-E.","","",0,,,12,10,1,2,3,193,12,1,1,7.333333,2,1.386294
"Econometrica",1981,18,"A Social Coalitional Equilibrium Existence Lemma","Ichiishi,-Tatsuro","","",0,,,9,5,1,1,3,369,2,10,0,1,1,2.890372
"Econometrica",1981,7,"k-Monotone Social Decision Functions and the Veto","Deb,-Rajat","","",0,,,11,5,1,.5,3,899,2,4,0,1,.5,1.94591
"Econometrica",1981,6,"Pareto Superiority of Unegalitarian Equilibria in Stiglitz' Model of Wealth  Dist","Bourguignon,-Francois","","",0,,,7,8,1,1,3,1469,5,1,1,1.5,1,1.791759
"Econometrica",1981,2,"Durability and Taxes: Market Structure and Quasi-Capital Market Distortion","Swan,-Peter-L.","","",0,,,11,8,1,2,3,425,2,1,0,2,4.5,.6931472
"Econometrica",1981,32,"The Approximate Slopes of Econometric Tests","Geweke,-John-F.","","",0,,,16,5,1,1,3,1427,12,1,0,3.333333,1,3.465736
"Econometrica",1981,14,"The Measurement of Deadweight Loss Revisited","Diewert,-Walter-Erwin","","",0,,,20,7,1,4,3,1225,2,10,0,4.166667,7,2.639057
"Econometrica",1981,222,"Panel Data and Unobservable Individual Effects","Hausman,-Jerry-A.","Taylor,-William-E.","",0,0,,22,2,2,3,3,1377,12,1,.25,2.75,3.5,5.402678
"Econometrica",1981,32,"Utilitarianism, Egalitarianism, and the Timing Effect in Social Choice  Problems","Myerson,-Roger-B.","","",0,,,15,4,1,2,3,883,2,2,0,5.333333,2,3.465736
"Econometrica",1981,1031,"Likelihood Ratio Statistics for Autoregressive Time Series with a Unit Root","Dickey,-David-A.","Fuller,-Wayne-A.","",0,0,,16,13,2,.5,3,1057,12,2,0,.5,.5,6.938284
"Econometrica",1981,5,"The Stability of Steady States in Perfect Foresight Models","Laitner,-John-P.","","",0,,,15,2,1,3,3,319,5,2,2.5,3,2,1.609438
"Econometrica",1981,52,"Job Matching with Heterogeneous Firms and Workers","Crawford,-Vincent-P.","Knoer,-Elsie-Marie","",0,1,,14,9,2,2,3,437,11,1,1,4,2,3.951244
"Econometrica",1981,21,"Production Sets with Indivisibilities-Part I: Generalities","Scarf,-Herbert-E.","","",0,,,32,1,1,0,3,1,13,1,0,3,0,3.044523
"Econometrica",1981,3,"Necessary and Sufficient Conditions for d-Relative Majority Voting  Equilibria [C","Coughlin,-Peter-J.","","",0,,,2,6,1,0,3,1223,2,10,0,1,0,1.098612
"Econometrica",1981,28,"Econometrics Faced with the Needs of Macroeconomic Policy","Malinvaud,-Edmond","","",0,,,13,1,1,0,3,1363,5,1,0,1,2,3.332205
"Econometrica",1981,6,"Diversified Consumption Characteristics and Conditionally Dispersed  Endowment Di","Yamazaki,-Akira","","",0,,,16,5,1,1,3,639,2,10,0,1,1,1.791759
"Econometrica",1981,52,"Risk Aversion with Random Initial Wealth","Kihlstrom,-Richard-E.","Romer,-David-H.","Williams,-Steven-R.",0,0,0,10,6,3,.2777778,3,911,2,1,1.555556,2.333333,.6111111,3.951244
"Econometrica",1981,101,"Monitoring Cooperative Agreements in a Repeated Principal-Agent Relationship","Radner,-Roy","","",0,,,22,2,1,1.5,3,1127,2,10,1,3.833333,3.166667,4.61512
"Econometrica",1981,23,"Stochastic Properties of Fast vs. Slow Growing Economies","Danthine,-Jean-Pierre","Donaldson,-John-B.","",0,0,,27,11,2,0,3,1007,5,2,0,2.25,0,3.135494
"Econometrica",1981,16,"Production Sets with Indivisibilities-Part II: The Case of Two Activities","Scarf,-Herbert-E.","","",0,,,29,7,1,0,3,395,13,1,0,3,0,2.772589
"Econometrica",1981,59,"Funding Criteria for Research, Development, and Exploration Projects","Roberts,-Kevin-W.-S.","Weitzman,-Martin-L.","",0,0,,28,9,2,2.5,3,1261,2,1,2.5,4.75,3.5,4.077538
"Econometrica",1981,128,"Applied Welfare Economics with Discrete Choice Models","Small,-Kenneth-A.","Rosen,-Harvey-S.","",0,0,,26,6,2,2,3,105,2,2,.5833334,2.916667,1.5,4.85203
"Econometrica",1981,46,"A Comparison of the Labor Force Behavior of Married Women in the United  States a","Nakamura,-Alice","Nakamura,-Masao","",1,0,,39,10,2,.3333333,3,451,11,1,0,.5,.3333333,3.828641
"Econometrica",1981,12,"Equity Oriented Fiscal Programs","Fei,-John-C.-H.","","",0,,,13,3,1,1.166667,3,869,2,2,0,1.333333,.8333334,2.484907
"Econometrica",1981,116,"Testing for Unit Roots: 1","Evans,-G.-B.-A.","Savin,-N.-Eugene","",,0,,27,10,2,1.25,3,753,12,2,.25,1.75,2,4.75359
"Econometrica",1981,79,"Some Stronger Measures of Risk Aversion in the Small and the Large with  Applicat","Ross,-Stephen-A.","","",0,,,18,4,1,1,3,621,2,1,0,4.5,3,4.369448
"Econometrica",1981,22,"Short-Run Production Functions Based on Microdata","Hildenbrand,-Werner","","",0,,,31,1,1,1,3,1095,13,1,.3333333,3,2.333333,3.091043
"Econometrica",1981,40,"The Classical Theorem on Existence of Competitive Equilibrium","McKenzie,-Lionel-W.","","",0,,,23,1,1,1,3,819,2,10,0,1,1,3.688879
"Econometrica",1981,66,"Intergenerational Transfers and the Distribution of Earnings","Loury,-Glenn-C.","","",0,,,25,2,1,2,3,843,2,9,1.166667,1.333333,2,4.189655
"Econometrica",1981,112,"Spurious Periodicity in Inappropriately Detrended Time Series","Nelson,-Charles-R.","Kang,-Heejoon","",0,0,,11,9,2,.75,3,741,12,2,.25,.5,2.5,4.718499
"Econometrica",1981,31,"Functional Forms for Labor Supply and Commodity Demands with and without  Quantit","Deaton,-Angus-S.","Meullbauer,-John","",0,0,,12,11,2,1.5,3,1521,2,9,1.5,2.583333,2.25,3.433987
"Econometrica",1981,11,"Value of Information with Sequential Futures Markets","Green,-Jerry-R.","","",0,,,24,3,1,2.833333,3,335,2,1,0,5,4.833333,2.397895
"Econometrica",1981,33,"Resource Depletion under Technological Uncertainty","Dasgupta,-Partha-S.","Stiglitz,-Joseph-E.","",0,0,,20,5,2,1.75,3,85,3,1,.5,6.75,7.333333,3.496508
"Econometrica",1981,20,"A Disaggregate Model of the Demand for Intercity Freight Transportation","Winston,-Clifford-M.","","",0,,,26,10,1,0,3,981,3,1,0,1.5,0,2.995732
"Econometrica",1981,20,"Distortion of Utilities and the Bargaining Problem","Sobel,-Joel","","",0,,,23,3,1,0,3,597,2,9,2,5.333333,0,2.995732
"Econometrica",1981,18,"Infinite Horizon Programs","Magill,-Michael-J.-P.","","",0,,,33,7,1,.5,3,679,2,1,.5,1,.5,2.890372
"Econometrica",1981,16,"Core Theory with Strongly Convex Preferences","Anderson,-Robert-M.","","",0,,,12,7,1,1,3,1457,2,10,.5,4.5,1,2.772589
"Econometrica",1981,73,"Allocation Mechanisms and the Design of Auctions","Harris,-Milton","Raviv,-Artur","",0,0,,23,9,2,1.5,3,1477,2,1,0,1.5,1.5,4.29046
"Econometrica",1981,37,"Nash Equilibrium and the Industrial Organization of Markets with Large Fixed  Cos","Grossman,-Sanford-J.","","",0,,,24,3,1,1.5,3,1149,3,1,.8333334,5.833333,.5,3.610918
"Econometrica",1981,0,"Criteres Simples Pour La Prise En Compte Du Risque. (With English summary.)","Henry,-Claude","","",0,,,18,8,1,.8333334,3,153,2,1,0,1,2.833333,
"Econometrica",1981,11,"Exact Density Functions and Approximate Critical Regions for Likelihood  Ratio Id","Rhodes,-George-F., Jr.","","",0,,,21,12,1,.5,3,1035,12,1,0,1,.5,2.397895
"Econometrica",1981,42,"Fixed Costs and Labor Supply","Cogan,-John-F.","","",0,,,19,8,1,0,3,945,11,1,0,2,0,3.73767
"Econometrica",1981,20,"The Comparative Statics of Hedonic Price Functions and Other Nonlinear  Constrain","Edlefsen,-Lee-E.","","",0,,,20,10,1,0,3,1501,2,1,0,1,0,2.995732
"Econometrica",1981,12,"Competitive Price Adjustment without Market Clearing","Zabel,-Edward","","",0,,,21,5,1,0,3,1201,3,1,0,1,2,2.484907
"Econometrica",1981,124,"Demographic Variables in Demand Analysis","Pollak,-Robert-A.","Wales,-Terrence-J.","",0,0,,19,12,2,3.333333,3,1533,11,1,.75,2.166667,5.333333,4.820282
"Econometrica",1981,195,"Resource Allocation under Asymmetric Information","Harris-Milton","Townsend,-Robert-M.","",0,0,,32,2,2,1.25,3,33,2,10,1.25,3.25,1,5.273
"Econometrica",1981,48,"Myopic Economic Agents","Brown,-Donald-J.","Lewis,-Lucinda-M.","",0,1,,10,4,2,.75,3,359,2,1,.6666667,.6666667,1.5,3.871201
"Econometrica",1981,60,"On the Asymptotic Bias of the Ordinary Least Squares Estimator of the Tobit  Mode","Greene,-William-H.","","",0,,,9,12,1,.5,3,505,12,1,0,1,.5,4.094345
"Econometrica",1981,150,"The Present-Value Relation: Tests Based on Implied Variance Bounds","LeRoy,-Stephen-F.","Porter,-Richard-D.","",0,0,,20,1,2,0,3,555,4,1,.4166667,1,0,5.010635
"Econometrica",1981,5,"What Is the Normal Rate of Convergence of the Core? (Part I)","Cheng,-Hsueh-Cheng","","",0,,,11,4,1,0,3,73,2,10,0,1,0,1.609438
"Econometrica",1981,1,"Random Effects, Fixed Effects, Convolution, and Separation","Mundlak,-Yair","Yahav,-Joseph-A.","",0,0,,18,3,2,.5,3,1399,12,1,0,.5,1,0
"Econometrica",1981,0,"Consumer Surplus When Preferences are Intransitive: Analysis and  Interpretation","Fountain,-John","","",0,,,16,6,1,0,3,379,2,9,0,2,0,
"Econometrica",1981,15,"Prediction from the Dynamic Simultaneous Equation Model with Vector  Autoregressi","Baillie,-Richard-T.","","",0,,,7,12,1,0,3,1331,12,1,0,1.333333,0,2.70805
"Econometrica",1981,102,"Biases in Dynamic Models with Fixed Effects","Nickell,-Stephen-J.","","",0,,,10,4,1,2.5,3,1417,12,1,2,4.333333,3.5,4.624973
"Econometrica",1981,14,"Rational Expectations in Stationary Linear Models","Futia,-Carl-A.","","",0,,,22,9,1,1,3,171,2,1,0,3,0,2.639057
"Econometrica",1981,7,"Optimal Spending and Money Holdings in the Presence of Liquidity Constraints","Helpman,-Elhanan","","",0,,,12,14,1,4.5,3,1559,2,9,4.333333,9.5,4.5,1.94591
"Econometrica",1981,46,"A Simple Incentive Compatible Scheme for Attaining Lindahl Allocations","Walker,-Mark","","",0,,,7,3,1,2,3,65,2,2,.5,2,1,3.828641
"Econometrica",1981,8,"Efficiency and Speculation in a Model with Price-Contingent Contracts","Svensson,-Lars-E.-O.","","",0,,,21,7,1,1,3,131,2,10,1.5,8.5,0,2.079442
"Econometrica",1981,45,"Futures Trading, Rational Expectations, and the Efficient Markets Hypothesis","Bray,-Margaret-M.","","",1,,,22,2,1,0,3,575,4,1,0,1.5,0,3.806663
"Econometrica",1981,21,"Generalized Duality and Integrability","Epstein,-Larry-G.","","",0,,,24,6,1,2,3,655,2,1,3.333333,8.5,2,3.044523
"Econometrica",1981,93,"A Critique of Tiebout's Theory of Local Public Expenditures","Bewley,-Truman-F.","","",0,,,28,8,1,0,3,713,2,10,0,2,1,4.532599
"Econometrica",1981,26,"Maximum Likelihood Estimator for Choice-Based Samples","Cosslett,-Stephen-R.","","",0,,,28,10,1,0,3,1289,12,1,0,3,0,3.258096
"Econometrica",1981,30,"Individual Effects in a Nonlinear Model: Explicit Treatment of Heterogeneity  in","Kiefer,-Nicholas-M.","Neumann,-George-R.","",0,0,,15,9,2,1.75,3,965,11,1,.25,1.416667,1.5,3.401197
"Econometrica",1981,102,"What Do Economists Know? An Empirical Study of Experts' Expectations","Brown,-Bryan-W.","Maital,-Shlomo","",0,0,,14,11,2,0,3,491,5,1,.25,1.5,0,4.624973
"Econometrica",1981,56,"Rational Expectations, Information Acquisition, and Competitive Bidding","Milgrom,-Paul-R.","","",0,,,23,7,1,1,3,921,3,1,4.666667,4.5,1,4.025352
"Econometrica",1981,39,"Generic Existence of Completely Revealing Equilibria for Economies with  Uncertai","Allen,-Beth-E.","","",1,,,27,4,1,0,3,1173,2,10,0,3.5,0,3.663562
"Econometrica",1981,1,"Second Thoughts on Wald's Cost-of-Living Index and Frisch's Double  Expenditure M","Balk,-Bert-M.","","",0,,,6,13,1,0,3,1553,12,1,1,1,0,0
"Econometrica",1981,26,"A Test for Misspecification in the Censored Normal Model","Nelson,-Forrest-D.","","",0,,,13,11,1,0,3,1317,12,1,.5,1,1,3.258096
"Econometrica",1981,49,"Optimal Taxes and the Structure of Preferences","Deaton,-Angus-S.","","",0,,,16,8,1,3,3,1245,10,1,3,4.666667,4.5,3.89182
"Econometrica",1981,19,"On the Invariance of the Lagrange Multiplier Test with Respect to Certain  Change","Godfrey,-Lesley-G.","","",0,,,13,6,1,3,3,1443,12,2,.3333333,2.5,3,2.944439
"Econometrica",1981,455,"Several Tests for Model Specification in the Presence of Alternative  Hypotheses","Davidson,-Russell","MacKinnon,-James-G.","",0,0,,13,11,2,.5,3,781,12,1,.5,2.166667,.5,6.120297
"Econometrica",1982,27,"Acyclic Collective Choice Rules","Blair,-Douglas-H.","Pollak,-Robert-A.","",0,0,,13,5,2,2.416667,3,931,2,4,.75,1.833333,4.666667,3.295837
"Econometrica",1982,1,"Origins of Exploitation and Class: Value Theory of Pre-Capitalist Economy","Roemer,-John-E.","","",0,,,30,11,1,.5,3,163,2,10,0,4,0,0
"Econometrica",1982,45,"Job Matching, Coalition Formation, and Gross Substitutes","Kelso,-Alexander-S., Jr.","Crawford,-Vincent-P.","",0,0,,22,7,2,2.5,3,1483,2,10,1,4,2,3.806663
"Econometrica",1982,213,"Selection and the Evolution of Industry","Jovanovic,-Boyan","","",0,,,22,7,1,2.5,3,649,2,1,3.5,7.5,2,5.361292
"Econometrica",1982,49,"Comparison of Local Power of Alternative Tests of Non-Nested Regression  Models","Pesaran,-M.-Hashem","","",0,,,19,10,1,.5,3,1287,12,1,0,1.333333,2.5,3.89182
"Econometrica",1982,31,"Rational Expectations in Dynamic Linear Models: Analysis of the Solutions","Gourieroux,-Christian","Laffont,-Jean-Jacques-M.","Monfort,-Alain",0,0,0,17,5,3,2.166667,3,409,12,1,1.555556,4.722222,1.166667,3.433987
"Econometrica",1982,199,"The Sensitivity of Consumption to Transitory Income: Estimates from Panel  Data o","Hall,-Robert-E.","Mishkin,-Frederic-S.","",0,0,,21,8,2,1.75,3,461,5,1,.25,3,3,5.293305
"Econometrica",1982,379,"Expected Utility Analysis without the Independence Axiom","Machina,-Mark-J.","","",0,,,47,1,1,0,3,277,2,1,.5,2.5,0,5.937536
"Econometrica",1982,52,"On the Asymptotic Properties of Estimators of Models Containing Limited  Dependen","Robinson,-Peter-M.","","",0,,,15,2,1,0,3,27,12,1,4,5,2,3.951244
"Econometrica",1982,29,"Price-Quantity Strategic Market Games","Dubey,-Pradeep","","",0,,,16,7,1,.5,3,111,2,10,0,1.5,.5,3.367296
"Econometrica",1982,7,"A Decomposition Algorithm for General Equilibrium Computation with  Application t","Mansur,-Ahsan","Whalley,-John","",0,0,,11,10,2,1,3,1547,2,10,.25,1.75,.75,1.94591
"Econometrica",1982,7,"Note on Estimating Linear Trend When Residuals are Autocorrelated","Kramer,-Walter","","",0,,,3,12,1,0,3,1065,12,2,.5,1.333333,0,1.94591
"Econometrica",1982,5,"Efficiency of Resource Allocation by Uninformed Demand","Groves,-Theodore","Hart,-Sergiu","",0,0,,30,6,2,.5,3,1453,2,1,.875,2.25,.75,1.609438
"Econometrica",1982,7,"Pairwise, t-Wise, and Pareto Optimalities","Goldman,-Steven-Marc","Starr,-Ross-M.","",0,0,,14,4,2,1,3,593,2,10,.1666667,1.25,2.5,1.94591
"Econometrica",1982,90,"On the Possibility of Speculation under Rational Expectations","Tirole,-Jean","","",0,,,19,4,1,0,3,1163,2,1,7.5,8.666667,0,4.49981
"Econometrica",1982,111,"On the Estimation of Structural Hedonic Price Models","Brown,-James-N.","Rosen,-Harvey-S.","",0,0,,4,15,2,1.5,3,765,2,1,.5833334,2.166667,1.25,4.70953
"Econometrica",1982,70,"The Role of Information in Bargaining: An Experimental Study","Roth,-Alvin-E.","Murnighan,-J.-Keith","",0,0,,20,2,2,1.5,3,1123,1,1,1.875,3.333333,1,4.248495
"Econometrica",1982,35,"Inequality Decomposition by Factor Components","Shorrocks,-Anthony-F.","","",0,,,19,12,1,2,3,193,2,2,.5,5.5,2,3.555348
"Econometrica",1982,61,"A Remark on Hausman's Specification Test","Holly,-Alberto","","",0,,,11,13,1,1,3,749,12,1,0,1.833333,.5,4.110874
"Econometrica",1982,25,"Risk Aversion and Nash's Solution for Bargaining Games with Risky Outcomes","Roth,-Alvin-E.","Rothblum,-Uriel-G.","",0,0,,9,6,2,1.5,3,639,2,5,1.875,3.166667,1,3.218876
"Econometrica",1982,7,"Information in Production","MacDonald,-Glenn-M.","","",0,,,20,3,1,1,3,1143,13,1,1,6.333333,0,1.94591
"Econometrica",1982,203,"Limit Pricing and Entry under Incomplete Information: An Equilibrium  Analysis","Milgrom,-Paul-R.","Roberts,-John-M.","",0,0,,17,7,2,1.666667,3,443,3,1,3.333333,3.666667,1,5.313206
"Econometrica",1982,140,"The Economic Theory of Index Numbers and the Measurement of Input, Output,  and P","Caves,-Douglas-W.","Christensen,-Laurits-R.","Diewert,-Walter-Erwin",0,0,0,22,3,3,2.722222,3,1393,12,1,0,2.666667,3.277778,4.941642
